ID,Position,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,Acceleration,Reactions,Stamina,LongShots,Marking,Penalties
13656,226220,LW,51.0,53.0,65.0,64.0,33.0,55.0,64.0,55.0,52.0,66.0,31.0,38.0
13657,241068,ST,73.0,67.0,54.0,57.0,35.0,33.0,52.0,53.0,44.0,69.0,25.0,56.0
13658,244652,RB,36.0,45.0,59.0,61.0,40.0,63.0,68.0,60.0,64.0,40.0,63.0,41.0
13659,246188,LW,66.0,47.0,60.0,70.0,40.0,55.0,72.0,50.0,46.0,50.0,25.0,61.0
13660,215725,LB,30.0,56.0,63.0,43.0,36.0,68.0,68.0,56.0,58.0,32.0,60.0,48.0
13661,240045,LDM,36.0,54.0,64.0,58.0,37.0,59.0,63.0,61.0,72.0,56.0,59.0,43.0
13662,246189,CM,48.0,55.0,68.0,60.0,32.0,62.0,63.0,60.0,68.0,41.0,65.0,42.0
13663,235950,LS,68.0,64.0,47.0,56.0,38.0,35.0,71.0,50.0,34.0,53.0,23.0,59.0
13664,237742,RCM,40.0,46.0,69.0,66.0,39.0,62.0,61.0,62.0,63.0,46.0,59.0,40.0
13665,244398,LB,25.0,54.0,61.0,57.0,32.0,43.0,73.0,56.0,65.0,40.0,59.0,36.0
13666,234671,ST,59.0,54.0,56.0,63.0,34.0,38.0,68.0,56.0,40.0,55.0,55.0,59.0
13667,242351,LB,43.0,51.0,62.0,58.0,51.0,54.0,64.0,66.0,58.0,41.0,56.0,61.0
13668,211888,RM,47.0,44.0,63.0,55.0,34.0,49.0,76.0,62.0,82.0,38.0,59.0,52.0
13669,236721,CDM,38.0,65.0,67.0,61.0,43.0,65.0,60.0,55.0,65.0,43.0,59.0,45.0
13670,238769,RM,43.0,38.0,60.0,66.0,34.0,53.0,77.0,56.0,63.0,47.0,59.0,50.0
13671,242865,RB,31.0,52.0,42.0,64.0,32.0,50.0,79.0,65.0,68.0,26.0,60.0,44.0
13672,221106,CM,52.0,55.0,65.0,66.0,44.0,61.0,69.0,56.0,70.0,60.0,49.0,47.0
13673,233394,CB,24.0,44.0,49.0,59.0,33.0,27.0,71.0,62.0,59.0,22.0,65.0,32.0
13674,238514,CM,54.0,54.0,66.0,62.0,40.0,64.0,70.0,59.0,54.0,42.0,64.0,48.0
13675,222387,CM,46.0,48.0,73.0,68.0,51.0,69.0,43.0,50.0,55.0,56.0,53.0,58.0
13676,225203,GK,20.0,16.0,34.0,15.0,20.0,35.0,31.0,48.0,32.0,20.0,15.0,13.0
13677,232371,LB,39.0,44.0,67.0,64.0,34.0,61.0,69.0,61.0,65.0,36.0,48.0,31.0
13678,228788,CM,37.0,60.0,66.0,60.0,47.0,62.0,74.0,66.0,63.0,55.0,59.0,56.0
13679,229045,LM,64.0,48.0,59.0,61.0,29.0,48.0,89.0,53.0,62.0,57.0,20.0,63.0
13680,243125,RM,27.0,45.0,49.0,55.0,30.0,42.0,82.0,56.0,76.0,30.0,61.0,32.0
13681,244661,RB,23.0,39.0,63.0,71.0,41.0,50.0,78.0,55.0,64.0,31.0,55.0,38.0
13682,242102,CB,31.0,60.0,46.0,39.0,32.0,39.0,54.0,49.0,55.0,23.0,61.0,47.0
13683,187830,CAM,39.0,54.0,62.0,58.0,61.0,63.0,60.0,63.0,62.0,58.0,46.0,62.0
13684,198071,RWB,25.0,57.0,61.0,61.0,34.0,61.0,76.0,55.0,72.0,29.0,61.0,29.0
13685,211127,LM,52.0,53.0,60.0,60.0,45.0,55.0,72.0,61.0,70.0,55.0,42.0,44.0
13686,230583,CM,34.0,37.0,69.0,58.0,38.0,63.0,69.0,57.0,74.0,29.0,59.0,42.0
13687,240311,GK,8.0,12.0,22.0,10.0,11.0,15.0,33.0,54.0,38.0,5.0,13.0,19.0
13688,208056,CAM,61.0,55.0,62.0,59.0,44.0,54.0,70.0,57.0,56.0,61.0,45.0,63.0
13689,213688,CM,44.0,48.0,69.0,65.0,43.0,64.0,74.0,52.0,63.0,45.0,56.0,46.0
13690,163768,LDM,44.0,55.0,58.0,54.0,74.0,67.0,59.0,55.0,70.0,65.0,60.0,66.0
13691,169912,RS,53.0,41.0,56.0,63.0,33.0,43.0,82.0,53.0,72.0,47.0,29.0,52.0
13692,237496,CAM,48.0,51.0,70.0,60.0,54.0,65.0,63.0,58.0,68.0,54.0,62.0,48.0
13693,246200,GK,11.0,12.0,23.0,11.0,11.0,29.0,48.0,53.0,33.0,17.0,8.0,22.0
13694,221369,RM,57.0,41.0,57.0,63.0,46.0,49.0,80.0,56.0,70.0,47.0,17.0,59.0
13695,213434,CAM,60.0,44.0,64.0,66.0,58.0,55.0,75.0,52.0,71.0,51.0,44.0,46.0
13696,214458,CM,38.0,53.0,67.0,51.0,38.0,70.0,55.0,57.0,53.0,61.0,66.0,47.0
13697,229818,RCB,29.0,64.0,57.0,32.0,24.0,51.0,62.0,60.0,47.0,31.0,56.0,36.0
13698,231354,LM,61.0,53.0,55.0,68.0,46.0,46.0,67.0,51.0,61.0,44.0,34.0,50.0
13699,244410,LB,42.0,63.0,59.0,50.0,40.0,58.0,62.0,59.0,68.0,41.0,59.0,42.0
13700,244923,RM,61.0,40.0,64.0,65.0,44.0,60.0,70.0,48.0,53.0,52.0,35.0,40.0
13701,223676,LM,55.0,51.0,59.0,66.0,43.0,55.0,72.0,52.0,68.0,47.0,36.0,55.0
13702,232636,LB,28.0,56.0,53.0,46.0,34.0,29.0,70.0,57.0,59.0,30.0,59.0,33.0
13703,232892,LWB,28.0,47.0,48.0,54.0,30.0,42.0,63.0,58.0,72.0,20.0,58.0,30.0
13704,243132,CB,21.0,65.0,57.0,38.0,32.0,39.0,52.0,51.0,60.0,29.0,65.0,42.0
13705,231613,ST,61.0,59.0,45.0,57.0,30.0,29.0,91.0,55.0,68.0,52.0,20.0,59.0
13706,244157,RB,50.0,43.0,64.0,58.0,48.0,61.0,78.0,55.0,73.0,53.0,62.0,54.0
13707,204222,CM,54.0,46.0,64.0,62.0,56.0,59.0,66.0,57.0,75.0,62.0,55.0,45.0
13708,163774,LS,61.0,60.0,54.0,58.0,39.0,38.0,80.0,57.0,74.0,58.0,23.0,64.0
13709,230590,CDM,37.0,47.0,65.0,65.0,65.0,69.0,72.0,57.0,72.0,59.0,46.0,38.0
13710,239038,CDM,51.0,60.0,68.0,65.0,50.0,60.0,69.0,60.0,74.0,58.0,61.0,50.0
13711,244670,CM,45.0,62.0,66.0,57.0,59.0,64.0,58.0,58.0,60.0,61.0,57.0,57.0
13712,222399,LB,32.0,58.0,54.0,55.0,58.0,43.0,65.0,49.0,69.0,37.0,65.0,42.0
13713,230847,CAM,54.0,41.0,63.0,71.0,52.0,63.0,55.0,58.0,49.0,50.0,48.0,60.0
13714,238271,LM,61.0,34.0,54.0,70.0,35.0,43.0,76.0,56.0,53.0,57.0,58.0,47.0
13715,240575,CB,24.0,61.0,43.0,35.0,26.0,38.0,68.0,56.0,56.0,25.0,59.0,33.0
13716,245439,CB,28.0,65.0,58.0,42.0,25.0,41.0,65.0,58.0,66.0,22.0,62.0,38.0
13717,213696,CM,54.0,45.0,63.0,66.0,34.0,61.0,69.0,56.0,68.0,55.0,54.0,52.0
13718,231616,ST,61.0,65.0,51.0,58.0,31.0,30.0,68.0,53.0,59.0,58.0,19.0,59.0
13719,231872,CB,35.0,57.0,52.0,45.0,30.0,42.0,53.0,60.0,68.0,30.0,60.0,41.0
13720,239552,ST,63.0,67.0,38.0,58.0,21.0,30.0,77.0,41.0,67.0,42.0,26.0,58.0
13721,183744,RM,60.0,58.0,59.0,64.0,51.0,43.0,76.0,57.0,61.0,62.0,29.0,43.0
13722,203969,LB,49.0,53.0,63.0,63.0,48.0,61.0,69.0,51.0,80.0,43.0,56.0,49.0
13723,222145,RCM,45.0,42.0,68.0,56.0,48.0,68.0,60.0,53.0,72.0,62.0,54.0,52.0
13724,102593,LB,34.0,56.0,62.0,61.0,60.0,61.0,61.0,63.0,73.0,50.0,60.0,40.0
13725,235457,RCM,48.0,70.0,62.0,58.0,35.0,61.0,65.0,63.0,87.0,55.0,58.0,45.0
13726,237249,RM,52.0,38.0,65.0,68.0,55.0,52.0,78.0,61.0,49.0,49.0,51.0,55.0
13727,193473,RCB,23.0,66.0,42.0,38.0,41.0,55.0,49.0,60.0,67.0,39.0,58.0,46.0
13728,232898,CAM,42.0,38.0,69.0,67.0,40.0,65.0,67.0,49.0,55.0,40.0,22.0,49.0
13729,237250,GK,9.0,15.0,44.0,12.0,15.0,41.0,55.0,58.0,41.0,20.0,12.0,23.0
13730,243906,CAM,58.0,44.0,63.0,62.0,57.0,61.0,74.0,60.0,58.0,56.0,37.0,46.0
13731,178626,RM,54.0,35.0,57.0,58.0,38.0,49.0,81.0,51.0,75.0,34.0,40.0,45.0
13732,244418,GK,7.0,11.0,37.0,7.0,15.0,32.0,33.0,60.0,22.0,10.0,22.0,12.0
13733,208067,GK,18.0,13.0,30.0,19.0,15.0,16.0,48.0,55.0,33.0,11.0,13.0,22.0
13734,243395,RB,18.0,59.0,66.0,65.0,24.0,60.0,60.0,61.0,61.0,23.0,61.0,33.0
13735,189891,RCB,34.0,59.0,39.0,40.0,39.0,47.0,65.0,55.0,64.0,58.0,56.0,35.0
13736,138180,LM,52.0,36.0,55.0,61.0,57.0,50.0,74.0,60.0,65.0,49.0,35.0,55.0
13737,242116,CM,51.0,43.0,71.0,64.0,68.0,69.0,64.0,57.0,46.0,56.0,53.0,65.0
13738,191684,GK,12.0,11.0,36.0,14.0,14.0,32.0,48.0,60.0,30.0,10.0,15.0,25.0
13739,182469,LB,52.0,58.0,60.0,59.0,43.0,54.0,52.0,57.0,83.0,49.0,62.0,44.0
13740,225734,RWB,56.0,51.0,56.0,63.0,34.0,52.0,92.0,54.0,72.0,53.0,56.0,52.0
13741,229062,CM,56.0,54.0,64.0,60.0,65.0,60.0,73.0,59.0,71.0,68.0,53.0,65.0
13742,233158,CB,30.0,63.0,62.0,44.0,52.0,65.0,69.0,63.0,76.0,47.0,55.0,46.0
13743,244166,LM,47.0,38.0,62.0,65.0,32.0,59.0,71.0,52.0,62.0,38.0,48.0,64.0
13744,193478,CB,22.0,65.0,57.0,26.0,19.0,51.0,63.0,60.0,67.0,23.0,59.0,36.0
13745,176839,RB,36.0,44.0,57.0,54.0,35.0,57.0,73.0,60.0,73.0,41.0,56.0,54.0
13746,52679,GK,14.0,13.0,33.0,11.0,11.0,35.0,34.0,59.0,32.0,18.0,22.0,16.0
13747,245704,LB,37.0,54.0,58.0,62.0,40.0,54.0,67.0,60.0,64.0,44.0,55.0,49.0
13748,214473,GK,11.0,16.0,26.0,8.0,16.0,18.0,42.0,52.0,30.0,15.0,30.0,24.0
13749,235465,LB,31.0,44.0,40.0,61.0,36.0,34.0,71.0,59.0,71.0,29.0,65.0,44.0
13750,203210,RCB,37.0,58.0,61.0,49.0,36.0,51.0,73.0,65.0,75.0,25.0,60.0,42.0
13751,181962,CB,23.0,64.0,50.0,36.0,13.0,26.0,54.0,61.0,59.0,26.0,59.0,24.0
13752,212683,RS,63.0,64.0,52.0,56.0,33.0,27.0,70.0,62.0,66.0,50.0,30.0,68.0
13753,226507,RM,62.0,59.0,54.0,59.0,29.0,31.0,70.0,56.0,74.0,63.0,25.0,63.0
13754,229324,RB,22.0,56.0,62.0,54.0,20.0,54.0,74.0,53.0,60.0,25.0,57.0,37.0
13755,235980,LS,65.0,62.0,37.0,64.0,30.0,26.0,72.0,53.0,70.0,41.0,35.0,56.0
13756,237772,RW,62.0,33.0,56.0,68.0,53.0,46.0,79.0,50.0,60.0,61.0,33.0,58.0
13757,181964,RB,43.0,65.0,62.0,60.0,35.0,57.0,51.0,76.0,38.0,53.0,64.0,50.0
13758,215501,RM,57.0,38.0,54.0,64.0,62.0,38.0,72.0,57.0,74.0,54.0,30.0,56.0
13759,170445,ST,57.0,57.0,58.0,59.0,57.0,52.0,75.0,62.0,91.0,59.0,32.0,59.0
13760,237005,RCM,41.0,49.0,64.0,62.0,30.0,63.0,75.0,62.0,72.0,38.0,55.0,42.0
13761,224718,CAM,41.0,51.0,69.0,60.0,43.0,64.0,58.0,56.0,64.0,38.0,64.0,55.0
13762,232910,RCB,23.0,56.0,32.0,25.0,26.0,25.0,65.0,53.0,59.0,22.0,65.0,31.0
13763,233934,GK,14.0,25.0,21.0,28.0,29.0,19.0,33.0,50.0,35.0,19.0,14.0,28.0
13764,236750,LM,52.0,43.0,57.0,61.0,45.0,38.0,90.0,54.0,67.0,58.0,54.0,29.0
13765,202959,CM,60.0,68.0,65.0,59.0,63.0,63.0,72.0,56.0,71.0,71.0,58.0,64.0
13766,206031,ST,64.0,61.0,62.0,62.0,55.0,38.0,53.0,58.0,62.0,59.0,24.0,60.0
13767,235215,CAM,48.0,41.0,60.0,69.0,48.0,54.0,69.0,52.0,50.0,52.0,26.0,54.0
13768,243919,ST,71.0,60.0,51.0,64.0,36.0,38.0,66.0,59.0,51.0,59.0,16.0,67.0
13769,216272,LM,54.0,49.0,63.0,64.0,38.0,62.0,69.0,50.0,71.0,57.0,55.0,51.0
13770,171984,LB,46.0,66.0,68.0,60.0,66.0,65.0,56.0,63.0,57.0,60.0,55.0,70.0
13771,239312,LCM,29.0,61.0,59.0,60.0,28.0,55.0,67.0,55.0,67.0,41.0,62.0,43.0
13772,241872,CB,21.0,61.0,51.0,34.0,28.0,38.0,64.0,59.0,63.0,28.0,55.0,44.0
13773,242128,RW,63.0,41.0,58.0,64.0,61.0,47.0,77.0,54.0,61.0,55.0,30.0,57.0
13774,209361,LCM,55.0,53.0,62.0,58.0,60.0,58.0,69.0,55.0,71.0,58.0,56.0,47.0
13775,233169,RCB,34.0,60.0,67.0,46.0,38.0,58.0,73.0,63.0,71.0,38.0,59.0,42.0
13776,238801,CDM,42.0,66.0,64.0,48.0,31.0,59.0,75.0,59.0,70.0,40.0,60.0,37.0
13777,224466,CAM,57.0,52.0,59.0,61.0,34.0,54.0,75.0,65.0,65.0,44.0,37.0,47.0
13778,233426,LM,46.0,44.0,58.0,66.0,50.0,51.0,69.0,55.0,61.0,42.0,49.0,45.0
13779,245714,LM,52.0,37.0,65.0,63.0,45.0,58.0,69.0,52.0,54.0,54.0,38.0,54.0
13780,193235,CDM,37.0,61.0,58.0,47.0,50.0,52.0,64.0,62.0,73.0,51.0,62.0,64.0
13781,235476,CM,40.0,45.0,74.0,57.0,44.0,65.0,52.0,53.0,68.0,45.0,60.0,45.0
13782,238036,CAM,57.0,61.0,62.0,61.0,46.0,62.0,70.0,55.0,48.0,51.0,61.0,54.0
13783,212693,CAM,55.0,50.0,62.0,63.0,45.0,59.0,88.0,56.0,65.0,62.0,58.0,41.0
13784,221653,CB,27.0,62.0,42.0,35.0,34.0,38.0,50.0,54.0,64.0,28.0,55.0,48.0
13785,237781,CB,22.0,64.0,56.0,24.0,22.0,43.0,62.0,74.0,54.0,19.0,60.0,55.0
13786,243157,CAM,46.0,47.0,74.0,65.0,54.0,71.0,67.0,55.0,40.0,48.0,51.0,53.0
13787,245717,ST,65.0,60.0,53.0,64.0,32.0,35.0,63.0,58.0,53.0,52.0,22.0,57.0
13788,189909,GK,14.0,11.0,37.0,11.0,11.0,39.0,44.0,58.0,40.0,15.0,16.0,19.0
13789,221398,CM,35.0,57.0,66.0,63.0,42.0,64.0,68.0,59.0,68.0,56.0,58.0,54.0
13790,224982,CM,32.0,48.0,67.0,61.0,65.0,65.0,70.0,52.0,75.0,63.0,53.0,55.0
13791,238038,CM,45.0,50.0,66.0,60.0,53.0,63.0,71.0,58.0,66.0,62.0,60.0,46.0
13792,243926,RB,31.0,45.0,54.0,59.0,30.0,50.0,80.0,52.0,67.0,35.0,54.0,42.0
13793,244694,LM,49.0,41.0,61.0,67.0,39.0,52.0,79.0,52.0,53.0,35.0,15.0,57.0
13794,246230,ST,62.0,59.0,56.0,65.0,40.0,48.0,72.0,53.0,67.0,59.0,20.0,68.0
13795,190934,CM,33.0,47.0,64.0,61.0,42.0,61.0,75.0,67.0,71.0,46.0,54.0,45.0
13796,244183,ST,64.0,58.0,53.0,60.0,39.0,37.0,72.0,57.0,72.0,56.0,21.0,55.0
13797,244695,ST,67.0,58.0,50.0,63.0,32.0,31.0,75.0,56.0,51.0,51.0,16.0,67.0
13798,245719,CDM,29.0,52.0,62.0,46.0,32.0,60.0,58.0,55.0,65.0,58.0,59.0,39.0
13799,204248,ST,63.0,57.0,53.0,60.0,40.0,35.0,71.0,60.0,58.0,58.0,22.0,60.0
13800,223960,RM,63.0,45.0,55.0,68.0,28.0,38.0,85.0,54.0,55.0,46.0,18.0,58.0
13801,226264,ST,63.0,59.0,61.0,64.0,33.0,58.0,70.0,61.0,70.0,56.0,32.0,51.0
13802,229848,GK,11.0,14.0,22.0,22.0,14.0,19.0,29.0,52.0,42.0,12.0,8.0,22.0
13803,236760,CM,37.0,58.0,68.0,47.0,42.0,63.0,61.0,68.0,59.0,55.0,35.0,37.0
13804,240600,CM,52.0,43.0,66.0,63.0,55.0,60.0,69.0,65.0,72.0,49.0,56.0,53.0
13805,242648,LM,54.0,39.0,67.0,63.0,29.0,64.0,69.0,61.0,69.0,56.0,64.0,41.0
13806,201945,RM,56.0,33.0,58.0,62.0,40.0,48.0,79.0,56.0,61.0,52.0,19.0,39.0
13807,206297,LB,38.0,49.0,49.0,54.0,42.0,35.0,71.0,59.0,68.0,34.0,58.0,50.0
13808,218585,LB,32.0,52.0,59.0,61.0,32.0,54.0,64.0,57.0,68.0,26.0,53.0,42.0
13809,245209,CM,55.0,51.0,62.0,59.0,67.0,64.0,66.0,49.0,73.0,65.0,58.0,60.0
13810,199130,GK,14.0,14.0,23.0,14.0,18.0,21.0,32.0,54.0,43.0,15.0,24.0,15.0
13811,216794,LS,63.0,50.0,60.0,62.0,38.0,48.0,73.0,63.0,64.0,60.0,28.0,57.0
13812,232410,GK,5.0,11.0,52.0,8.0,10.0,36.0,19.0,48.0,32.0,9.0,10.0,14.0
13813,244954,RB,32.0,56.0,58.0,63.0,32.0,33.0,64.0,57.0,65.0,30.0,59.0,42.0
13814,223963,CB,24.0,60.0,55.0,45.0,35.0,51.0,65.0,56.0,65.0,33.0,61.0,40.0
13815,237787,RB,35.0,56.0,60.0,53.0,46.0,55.0,55.0,67.0,57.0,34.0,55.0,45.0
13816,244955,LB,32.0,47.0,48.0,60.0,33.0,38.0,67.0,62.0,63.0,36.0,61.0,46.0
13817,245211,RB,44.0,63.0,56.0,59.0,38.0,53.0,74.0,55.0,53.0,50.0,62.0,36.0
13818,236764,CM,43.0,47.0,65.0,62.0,49.0,53.0,74.0,71.0,70.0,43.0,47.0,56.0
13819,221149,CB,50.0,63.0,59.0,56.0,43.0,57.0,68.0,56.0,73.0,31.0,59.0,55.0
13820,233181,CF,65.0,59.0,58.0,59.0,57.0,42.0,64.0,63.0,69.0,66.0,33.0,63.0
13821,237789,CB,34.0,66.0,59.0,42.0,33.0,53.0,66.0,55.0,68.0,37.0,50.0,38.0
13822,245213,CB,25.0,65.0,48.0,35.0,27.0,38.0,49.0,54.0,59.0,24.0,62.0,45.0
13823,135646,GK,9.0,18.0,64.0,7.0,34.0,40.0,45.0,50.0,37.0,7.0,9.0,18.0
13824,218846,CB,17.0,61.0,41.0,35.0,23.0,32.0,50.0,59.0,52.0,13.0,63.0,36.0
13825,239582,LB,30.0,52.0,56.0,57.0,44.0,49.0,63.0,63.0,67.0,45.0,59.0,42.0
13826,220383,GK,15.0,24.0,27.0,19.0,18.0,31.0,41.0,61.0,45.0,16.0,30.0,21.0
13827,157407,GK,14.0,13.0,23.0,14.0,15.0,22.0,54.0,54.0,30.0,12.0,18.0,12.0
13828,166879,RCB,45.0,61.0,42.0,43.0,32.0,35.0,32.0,59.0,48.0,41.0,55.0,37.0
13829,234207,LWB,29.0,39.0,53.0,55.0,22.0,42.0,79.0,55.0,76.0,23.0,54.0,24.0
13830,242911,CB,23.0,61.0,47.0,56.0,36.0,45.0,64.0,61.0,78.0,23.0,57.0,39.0
13831,200928,LCM,55.0,56.0,62.0,57.0,62.0,61.0,58.0,57.0,82.0,69.0,54.0,51.0
13832,214752,ST,64.0,70.0,51.0,58.0,26.0,33.0,68.0,52.0,69.0,59.0,15.0,60.0
13833,220640,LW,55.0,58.0,61.0,60.0,39.0,57.0,78.0,54.0,37.0,51.0,23.0,48.0
13834,241889,RM,38.0,36.0,58.0,65.0,63.0,56.0,79.0,53.0,57.0,40.0,21.0,55.0
13835,217826,CAM,58.0,61.0,66.0,61.0,40.0,61.0,76.0,49.0,70.0,54.0,52.0,46.0
13836,242914,RM,57.0,43.0,50.0,73.0,59.0,43.0,75.0,61.0,66.0,43.0,21.0,54.0
13837,222947,CB,21.0,66.0,47.0,30.0,28.0,40.0,63.0,42.0,72.0,24.0,60.0,28.0
13838,242147,LB,34.0,53.0,69.0,54.0,39.0,63.0,60.0,62.0,69.0,45.0,65.0,49.0
13839,243939,CDM,40.0,44.0,64.0,59.0,34.0,57.0,74.0,48.0,65.0,47.0,60.0,45.0
13840,207588,LB,30.0,68.0,46.0,35.0,40.0,52.0,67.0,52.0,73.0,48.0,60.0,37.0
13841,232164,CB,42.0,48.0,54.0,63.0,28.0,37.0,63.0,62.0,67.0,40.0,61.0,35.0
13842,244708,RB,36.0,55.0,57.0,56.0,41.0,39.0,69.0,50.0,66.0,34.0,57.0,38.0
13843,211173,ST,60.0,60.0,49.0,61.0,37.0,34.0,64.0,57.0,57.0,55.0,18.0,68.0
13844,243429,RB,31.0,57.0,56.0,50.0,30.0,23.0,64.0,63.0,61.0,25.0,54.0,36.0
13845,232678,GK,9.0,11.0,23.0,11.0,11.0,25.0,21.0,49.0,20.0,7.0,23.0,12.0
13846,237286,ST,66.0,59.0,45.0,55.0,31.0,29.0,62.0,65.0,52.0,52.0,12.0,57.0
13847,194790,RCB,30.0,63.0,47.0,35.0,44.0,40.0,55.0,45.0,61.0,23.0,58.0,60.0
13848,230631,GK,17.0,17.0,31.0,18.0,13.0,21.0,48.0,53.0,38.0,19.0,11.0,13.0
13849,169447,CAM,58.0,49.0,58.0,60.0,67.0,57.0,70.0,62.0,68.0,64.0,60.0,62.0
13850,237543,GK,10.0,18.0,27.0,12.0,11.0,20.0,46.0,58.0,25.0,10.0,17.0,11.0
13851,176103,ST,60.0,63.0,64.0,60.0,58.0,61.0,66.0,61.0,53.0,64.0,30.0,58.0
13852,243431,CB,26.0,55.0,50.0,23.0,21.0,23.0,52.0,57.0,53.0,18.0,55.0,34.0
13853,194791,ST,61.0,51.0,53.0,66.0,68.0,38.0,84.0,57.0,65.0,59.0,20.0,67.0
13854,152552,GK,11.0,16.0,30.0,14.0,20.0,35.0,39.0,59.0,40.0,16.0,17.0,21.0
13855,229864,ST,63.0,60.0,58.0,65.0,28.0,51.0,53.0,67.0,50.0,60.0,30.0,61.0
13856,231912,CDM,38.0,54.0,62.0,56.0,39.0,64.0,62.0,60.0,60.0,57.0,61.0,44.0
13857,237800,ST,68.0,69.0,58.0,47.0,26.0,47.0,69.0,56.0,67.0,52.0,32.0,66.0
13858,240616,RB,32.0,51.0,54.0,59.0,25.0,45.0,83.0,55.0,72.0,31.0,58.0,40.0
13859,244456,CB,29.0,62.0,35.0,37.0,28.0,37.0,49.0,55.0,57.0,21.0,62.0,49.0
13860,172265,CM,47.0,63.0,63.0,59.0,44.0,62.0,62.0,60.0,72.0,57.0,64.0,51.0
13861,239337,RM,49.0,44.0,60.0,67.0,65.0,56.0,76.0,43.0,56.0,44.0,38.0,50.0
13862,210922,CM,40.0,47.0,66.0,60.0,38.0,68.0,49.0,53.0,67.0,54.0,46.0,38.0
13863,226538,CB,37.0,60.0,55.0,61.0,42.0,59.0,67.0,60.0,78.0,42.0,60.0,37.0
13864,233706,CB,31.0,52.0,52.0,30.0,29.0,50.0,54.0,48.0,59.0,34.0,66.0,45.0
13865,219627,CAM,55.0,33.0,59.0,56.0,59.0,58.0,80.0,66.0,54.0,57.0,32.0,33.0
13866,229355,CM,44.0,57.0,63.0,60.0,49.0,60.0,61.0,63.0,54.0,47.0,54.0,53.0
13867,242155,RB,31.0,47.0,55.0,56.0,34.0,46.0,72.0,61.0,70.0,35.0,66.0,32.0
13868,227052,LB,33.0,62.0,56.0,52.0,36.0,54.0,76.0,59.0,78.0,44.0,56.0,45.0
13869,243692,RB,49.0,48.0,59.0,56.0,44.0,41.0,68.0,60.0,75.0,61.0,59.0,46.0
13870,244460,RCB,33.0,64.0,51.0,36.0,34.0,44.0,63.0,50.0,70.0,32.0,59.0,35.0
13871,244716,LB,22.0,61.0,60.0,64.0,30.0,55.0,65.0,59.0,64.0,26.0,63.0,39.0
13872,212973,GK,13.0,15.0,23.0,19.0,17.0,20.0,44.0,47.0,18.0,19.0,19.0,16.0
13873,231661,CDM,44.0,58.0,65.0,54.0,34.0,53.0,51.0,56.0,69.0,49.0,59.0,37.0
13874,233965,RM,45.0,37.0,67.0,63.0,45.0,61.0,74.0,57.0,38.0,53.0,53.0,42.0
13875,239341,LM,45.0,62.0,63.0,58.0,62.0,61.0,67.0,60.0,69.0,51.0,50.0,56.0
13876,240109,CB,29.0,55.0,33.0,32.0,31.0,35.0,54.0,49.0,62.0,21.0,68.0,42.0
13877,180717,GK,10.0,10.0,17.0,10.0,12.0,18.0,48.0,62.0,39.0,10.0,13.0,21.0
13878,226286,ST,66.0,73.0,40.0,50.0,29.0,27.0,63.0,48.0,63.0,53.0,31.0,47.0
13879,232686,RM,42.0,62.0,65.0,64.0,29.0,62.0,66.0,57.0,69.0,39.0,37.0,34.0
13880,237550,CB,26.0,56.0,47.0,44.0,39.0,42.0,74.0,51.0,74.0,48.0,64.0,41.0
13881,242159,GK,12.0,11.0,18.0,15.0,13.0,20.0,38.0,62.0,30.0,15.0,21.0,20.0
13882,238576,CB,22.0,55.0,42.0,26.0,22.0,36.0,47.0,51.0,49.0,18.0,62.0,31.0
13883,242160,LCB,28.0,60.0,57.0,54.0,28.0,51.0,67.0,54.0,67.0,38.0,62.0,35.0
13884,246256,CDM,38.0,50.0,67.0,55.0,38.0,64.0,63.0,55.0,55.0,42.0,57.0,41.0
13885,216817,ST,58.0,63.0,57.0,58.0,30.0,35.0,71.0,57.0,57.0,40.0,29.0,62.0
13886,233969,CB,26.0,51.0,55.0,57.0,20.0,51.0,75.0,59.0,68.0,27.0,62.0,45.0
13887,244209,RW,59.0,59.0,64.0,67.0,33.0,61.0,70.0,55.0,75.0,47.0,33.0,52.0
13888,245745,ST,68.0,68.0,60.0,55.0,43.0,36.0,59.0,56.0,55.0,63.0,16.0,61.0
13889,183025,ST,58.0,61.0,48.0,52.0,29.0,37.0,71.0,60.0,85.0,58.0,29.0,64.0
13890,215026,ST,67.0,56.0,61.0,72.0,41.0,45.0,62.0,57.0,39.0,62.0,23.0,70.0
13891,243954,LM,54.0,39.0,63.0,66.0,43.0,57.0,82.0,46.0,45.0,53.0,42.0,54.0
13892,190962,RCB,28.0,54.0,49.0,24.0,22.0,33.0,41.0,58.0,62.0,17.0,61.0,40.0
13893,198899,LB,38.0,61.0,57.0,56.0,55.0,55.0,67.0,55.0,67.0,39.0,59.0,46.0
13894,220147,LB,28.0,64.0,53.0,56.0,39.0,45.0,71.0,57.0,68.0,34.0,56.0,48.0
13895,241651,ST,62.0,58.0,55.0,67.0,33.0,40.0,68.0,47.0,62.0,60.0,20.0,49.0
13896,245491,LB,10.0,60.0,58.0,52.0,40.0,55.0,63.0,59.0,54.0,32.0,64.0,43.0
13897,182003,GK,17.0,10.0,36.0,9.0,9.0,29.0,34.0,64.0,33.0,12.0,21.0,35.0
13898,226804,GK,11.0,13.0,18.0,14.0,10.0,17.0,41.0,59.0,24.0,12.0,13.0,25.0
